ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
462,1117,2,2026-04-09,1,452,60,181,29,2070,1,0
463,1118,1,2025-07-07,1,451,50,839,25,2071,1,0
464,1121,2,2025-11-29,1,456,88,369,40,2075,1,0
465,1122,1,2025-06-15,1,448,35,1182,17,2076,1,0
466,1123,1,2025-06-27,1,448,36,627,17,2077,1,0
467,1131,1,2025-09-27,1,445,14,949,7,2088,1,0
468,1137,2,2025-09-20,1,453,65,1079,32,2096,1,0
469,1142,1,2026-01-02,1,451,55,458,27,2109,1,0
470,1142,1,2025-12-13,1,451,55,429,27,2110,1,0
471,1146,2,2025-07-12,1,457,93,642,44,2116,1,0
472,1146,1,2025-08-17,1,457,93,740,44,2117,1,0
473,1149,2,2026-08-05,1,454,75,1083,34,2120,1,0
474,1150,1,2025-07-03,1,443,8,423,2,2121,1,0
475,1151,1,2025-07-07,1,443,6,789,3,2123,1,0
476,1154,2,2026-03-05,1,443,2,636,3,2127,1,0
477,1156,1,2026-06-23,1,454,78,1138,34,2129,1,0
478,1160,1,2026-07-19,1,447,31,601,15,2136,1,0
479,1161,1,2026-05-03,1,457,96,722,44,2137,1,0
480,1162,2,2026-06-24,1,457,97,584,45,2138,1,0
481,1165,1,2025-04-20,1,446,23,351,11,2143,1,0
482,1167,2,2025-10-15,1,455,79,240,38,2146,1,0
483,1169,1,2026-04-08,1,457,98,751,43,2148,1,0
484,1171,2,2025-06-24,1,450,44,712,23,2152,1,0
485,1171,1,2025-07-14,1,450,44,1053,24,2154,1,0
486,1171,1,2025-08-07,1,450,44,1187,23,2155,1,0
487,1173,1,2025-05-08,1,457,98,175,43,2160,1,0
488,1174,1,2026-08-04,1,457,92,743,45,2161,1,0
489,1174,2,2026-08-08,1,457,92,638,45,2163,1,0
490,1176,2,2025-09-30,1,445,15,756,7,2168,1,0
491,1184,1,2026-09-25,1,447,28,157,14,2182,1,0
492,1188,1,2025-10-31,1,445,16,1115,9,2190,1,0
493,1188,2,2025-11-14,1,445,16,684,9,2191,1,0
494,1190,1,2025-07-29,1,453,68,518,33,2195,1,0
495,1193,2,2025-08-25,1,450,45,1200,22,2199,1,0
496,1194,2,2025-11-03,1,450,46,979,23,2201,1,0
497,1194,1,2025-12-01,1,450,46,1192,23,2203,1,0
498,1200,1,2025-10-26,1,452,59,306,29,2212,1,0
499,1200,1,2025-11-16,1,452,59,262,29,2213,1,0
500,1202,2,2025-06-25,1,454,78,411,34,2216,1,0
501,1202,2,2025-05-31,1,454,78,1055,34,2217,1,0
502,1204,2,2026-07-27,1,450,43,874,23,2219,1,0
503,1204,1,2026-07-26,1,450,43,915,23,2220,1,0
504,1204,2,2026-06-09,1,450,43,47,23,2221,1,0
505,1205,1,2026-06-26,1,450,43,449,24,2222,1,0
506,1205,1,2026-04-14,1,450,43,1148,22,2223,1,0
507,1209,2,2025-10-26,1,443,9,1033,2,2231,1,0
508,1214,1,2025-08-25,1,447,32,1140,15,2240,1,0
509,1214,1,2025-07-25,1,447,32,315,15,2241,1,0
510,1214,2,2025-07-18,1,447,32,718,15,2242,1,0
511,1219,2,2025-06-26,1,448,33,601,17,2248,1,0
512,1219,2,2025-05-28,1,448,33,947,17,2249,1,0
513,1219,2,2025-04-27,1,448,33,695,17,2250,1,0
514,1219,1,2025-06-25,1,448,33,640,17,2251,1,0
515,1219,2,2025-06-08,1,448,33,581,17,2252,1,0
516,1221,1,2026-02-13,1,451,52,72,27,2256,1,0
517,1234,1,2025-11-23,1,455,82,132,39,2271,1,0
518,1238,1,2025-05-13,1,451,53,909,25,2276,1,0
519,1243,2,2025-12-30,1,447,29,12,14,2284,1,0
520,1245,1,2025-05-14,1,453,69,587,32,2286,1,0
521,1254,1,2025-05-01,1,443,8,317,3,2300,1,0
522,1255,2,2025-03-09,1,443,2,407,1,2301,1,0
523,1259,1,2025-12-15,1,451,49,238,25,2305,1,0
524,1259,1,2026-01-11,1,451,49,666,25,2306,1,0
525,1259,1,2025-11-20,1,451,49,87,25,2308,1,0
526,1259,1,2025-12-24,1,451,49,747,25,2309,1,0
527,1259,1,2026-01-12,1,451,49,765,25,2310,1,0
528,1262,2,2026-08-19,1,457,92,130,45,2316,1,0
529,1264,2,2025-11-09,1,451,48,454,27,2319,1,0
530,1268,2,2025-01-22,1,454,70,165,36,2324,1,0
531,1268,1,2025-03-09,1,454,70,1191,36,2325,1,0
532,1276,2,2026-04-30,1,448,36,858,16,2339,1,0
533,1286,1,2025-10-25,1,452,60,458,28,2352,1,0
534,1286,1,2025-09-29,1,452,60,470,28,2353,1,0
535,1288,1,2025-06-06,1,443,5,952,2,2356,1,0
536,1288,2,2025-08-02,1,443,5,86,2,2357,1,0
537,1292,2,2026-08-25,1,455,80,1066,37,2365,1,0
538,1294,2,2025-10-11,1,453,62,421,33,2369,1,0
539,1298,1,2026-05-17,1,454,76,609,34,2374,1,0
540,1298,1,2026-05-15,1,454,76,853,35,2375,1,0
541,1305,2,2025-12-21,1,454,76,856,34,2384,1,0
542,1309,2,2025-11-09,1,451,54,1192,27,2392,1,0
543,1322,2,2026-08-28,1,443,9,484,3,2418,1,0
544,1333,2,2025-04-22,1,457,98,555,44,2435,1,0
545,1334,1,2026-06-26,1,456,90,609,42,2436,1,0
546,1334,2,2026-06-30,1,456,90,949,42,2439,1,0
547,1340,1,2026-08-01,1,446,25,601,11,2448,1,0
548,1342,1,2026-03-29,1,445,15,527,9,2450,1,0
549,1346,1,2025-02-18,1,449,40,511,19,2454,1,0
550,1346,1,2025-01-07,1,449,40,763,19,2455,1,0
551,1346,1,2025-01-27,1,449,40,1088,19,2456,1,0
552,1347,1,2025-08-21,1,454,70,985,34,2457,1,0
553,1364,1,2025-06-15,1,451,49,646,25,2480,1,0
554,1371,2,2026-06-15,1,447,27,625,14,2494,1,0
555,1371,2,2026-04-19,1,447,27,575,15,2495,1,0
556,1371,2,2026-05-17,1,447,27,1024,15,2496,1,0
557,1382,1,2025-10-14,1,457,97,1107,43,2517,1,0
558,1389,2,2026-07-21,1,443,9,833,3,2528,1,0
559,1389,2,2026-07-17,1,443,9,512,3,2529,1,0
560,1390,2,2025-04-02,1,443,4,1037,1,2531,1,0
561,1393,1,2025-12-22,1,446,20,904,11,2538,1,0
562,1401,1,2025-08-31,1,451,55,366,27,2548,1,0
563,1401,2,2025-08-12,1,451,55,560,27,2549,1,0
564,1403,1,2026-02-21,1,456,87,971,41,2551,1,0
565,1405,2,2026-04-04,1,450,43,480,23,2553,1,0
566,1405,1,2026-01-16,1,450,43,869,23,2554,1,0
567,1410,1,2025-04-13,1,456,89,817,40,2563,1,0
568,1410,2,2025-04-05,1,456,89,926,41,2564,1,0
569,1414,1,2025-07-30,1,445,16,552,8,2570,1,0
570,1429,2,2026-05-27,1,447,27,829,13,2592,1,0
571,1433,1,2025-10-11,1,443,9,596,3,2597,1,0
572,1434,2,2026-07-09,1,454,72,271,35,2598,1,0
573,1434,2,2026-07-29,1,454,72,912,36,2599,1,0
574,1436,2,2026-05-20,1,455,79,478,37,2602,1,0
575,1439,2,2026-02-05,1,447,32,520,15,2607,1,0
576,1440,2,2026-06-26,1,453,66,868,31,2608,1,0
577,1443,1,2025-11-27,1,449,42,874,19,2612,1,0
578,1444,1,2025-07-08,1,446,19,766,11,2613,1,0
579,1445,2,2025-12-30,1,456,89,292,41,2615,1,0
580,1448,2,2025-12-11,1,443,7,764,2,2619,1,0
581,1448,1,2025-11-13,1,443,7,311,2,2620,1,0
582,1448,2,2025-11-24,1,443,7,595,2,2621,1,0
583,1452,1,2025-07-10,1,451,55,393,26,2633,1,0
584,1456,1,2026-05-20,1,444,10,539,4,2640,1,0
585,1460,1,2025-09-11,1,443,1,1146,3,2646,1,0
586,1462,1,2025-06-20,1,454,72,662,34,2648,1,0
587,1467,2,2025-12-19,1,448,34,241,17,2655,1,0
588,1468,1,2026-07-06,1,445,14,1200,8,2656,1,0
589,1469,1,2025-02-03,1,451,50,1164,25,2657,1,0
590,1469,1,2025-02-02,1,451,50,115,25,2658,1,0
591,1470,1,2025-12-26,1,445,16,114,7,2660,1,0
592,1477,2,2025-05-07,1,451,49,749,26,2670,1,0
593,1477,2,2025-04-19,1,451,49,975,25,2671,1,0
594,1482,2,2025-04-23,1,447,31,484,13,2680,1,0
595,1483,2,2025-09-23,1,456,88,759,41,2681,1,0
596,1489,2,2025-11-17,1,454,72,389,36,2690,1,0
597,1489,2,2026-02-12,1,454,72,942,34,2691,1,0
598,1494,1,2026-01-20,1,445,14,310,8,2698,1,0
599,1494,2,2025-12-30,1,445,14,354,7,2700,1,0
600,1499,1,2026-05-14,1,457,94,698,43,2712,1,0
601,1499,1,2026-05-13,1,457,94,424,43,2713,1,0
602,1499,1,2026-06-14,1,457,94,382,43,2714,1,0
603,1512,1,2025-07-15,1,452,60,932,29,2736,1,0
604,1515,2,2025-04-07,1,446,24,525,10,2740,1,0
605,1516,1,2025-06-05,1,457,93,1044,43,2742,1,0
606,1523,1,2026-06-03,1,455,80,277,39,2756,1,0
607,1531,1,2025-06-07,1,457,94,8,43,2768,1,0
608,1532,2,2025-12-16,1,454,71,1039,36,2769,1,0
609,1536,2,2026-02-04,1,451,48,984,26,2781,1,0
610,1540,2,2026-06-22,1,444,10,206,4,2788,1,0
611,1550,1,2026-07-22,1,453,66,358,32,2804,1,0
612,1550,2,2026-08-02,1,453,66,945,32,2805,1,0
613,1553,2,2025-05-11,1,447,27,708,13,2809,1,0
614,1554,1,2025-12-27,1,447,30,839,14,2810,1,0
615,1557,1,2025-03-16,1,451,54,175,26,2815,1,0
616,1560,1,2026-04-08,1,457,95,372,43,2819,1,0
617,1561,2,2026-05-23,1,443,7,901,2,2821,1,0
618,1573,1,2025-12-06,1,444,10,716,6,2846,1,0
619,1573,1,2025-10-26,1,444,10,745,6,2847,1,0
620,1575,2,2026-05-09,1,444,13,637,5,2849,1,0
621,1576,1,2026-06-16,1,455,84,387,38,2850,1,0
622,1576,1,2026-06-10,1,455,84,46,38,2851,1,0
623,1576,1,2026-05-23,1,455,84,571,38,2852,1,0
624,1578,2,2026-03-06,1,450,44,67,24,2857,1,0
625,1582,2,2025-07-12,1,457,97,421,45,2864,1,0
626,1582,2,2025-07-07,1,457,97,966,45,2867,1,0
627,1582,1,2025-06-02,1,457,97,547,45,2868,1,0
628,1582,1,2025-07-28,1,457,97,900,45,2870,1,0
629,1584,2,2025-04-30,1,454,78,47,35,2873,1,0
630,1585,1,2026-06-26,1,456,89,208,40,2875,1,0
631,1587,1,2026-05-01,1,454,77,158,35,2878,1,0
632,1590,1,2025-10-11,1,455,81,1192,37,2881,1,0
633,1592,1,2026-09-02,1,450,46,679,22,2884,1,0
634,1596,2,2026-06-26,1,453,69,1095,31,2888,1,0
635,1596,2,2026-09-02,1,453,69,976,31,2889,1,0
636,1596,1,2026-09-17,1,453,69,710,31,2891,1,0
637,1599,1,2025-10-20,1,455,85,380,37,2894,1,0
638,1601,1,2026-05-01,1,443,3,1081,3,2897,1,0
639,1602,2,2026-01-14,1,449,40,1017,21,2898,1,0
640,1602,1,2025-12-19,1,449,40,1123,21,2899,1,0
641,1607,1,2025-02-06,1,446,20,941,12,2907,1,0
642,1616,2,2025-06-21,1,454,75,443,34,2923,1,0
643,1618,2,2025-12-30,1,449,39,937,21,2926,1,0
644,1621,1,2025-05-20,1,445,17,208,9,2930,1,0
645,1625,1,2025-10-02,1,444,10,138,6,2937,1,0
646,1625,2,2025-12-04,1,444,10,1029,6,2938,1,0
647,1649,1,2025-10-04,1,451,50,168,25,2975,1,0
648,1649,2,2025-10-13,1,451,50,701,25,2977,1,0
649,1649,2,2025-09-15,1,451,50,449,25,2979,1,0
650,1649,1,2025-11-08,1,451,50,708,25,2980,1,0
651,1649,2,2025-11-06,1,451,50,260,25,2981,1,0
652,1650,2,2026-03-07,1,448,33,312,16,2982,1,0
653,1660,2,2025-01-22,1,452,60,1067,28,3000,1,0
654,1681,2,2025-08-05,1,454,71,1067,34,3038,1,0
655,1682,1,2026-01-25,1,452,60,222,29,3039,1,0
656,1685,2,2025-04-08,1,449,41,278,19,3042,1,0
657,1686,1,2025-08-24,1,447,27,232,15,3043,1,0
658,1687,1,2025-01-29,1,454,71,595,36,3044,1,0
659,1687,2,2025-02-01,1,454,71,1140,36,3045,1,0
660,1690,2,2025-08-13,1,449,40,514,20,3050,1,0
661,1690,2,2025-09-27,1,449,40,1172,20,3051,1,0
662,1693,1,2025-02-17,1,447,31,693,13,3056,1,0
663,1706,1,2026-09-12,1,449,40,1025,19,3072,1,0
664,1711,1,2025-11-02,1,451,56,399,26,3077,1,0
665,1711,1,2025-11-19,1,451,56,758,26,3078,1,0
666,1711,2,2025-12-19,1,451,56,402,26,3079,1,0
667,1712,1,2026-05-31,1,451,53,512,26,3080,1,0
668,1717,1,2025-09-02,1,453,69,1065,31,3086,1,0
669,1719,2,2025-09-02,1,451,53,670,27,3088,1,0
670,1719,2,2025-08-24,1,451,53,529,27,3089,1,0
671,1722,1,2025-04-23,1,449,41,19,19,3093,1,0
672,1722,1,2025-07-01,1,449,41,706,19,3094,1,0
673,1722,1,2025-05-28,1,449,41,1112,19,3095,1,0
674,1723,1,2026-08-14,1,449,41,248,21,3096,1,0
675,1727,2,2026-04-03,1,453,61,168,31,3108,1,0
676,1737,1,2026-07-29,1,443,6,167,1,3122,1,0
677,1737,1,2026-08-05,1,443,6,678,1,3124,1,0
678,1738,2,2025-06-16,1,457,91,244,45,3127,1,0
679,1738,1,2025-08-27,1,457,91,137,45,3128,1,0
680,1740,1,2025-09-22,1,452,58,218,28,3131,1,0
681,1740,2,2025-08-14,1,452,58,5,28,3132,1,0
682,1740,1,2025-07-07,1,452,58,849,28,3133,1,0
683,1740,2,2025-06-30,1,452,58,821,30,3134,1,0
684,1741,1,2025-06-26,1,454,76,783,35,3136,1,0
685,1744,1,2026-04-22,1,457,95,812,45,3143,1,0
686,1746,1,2025-06-16,1,446,23,1130,10,3146,1,0
687,1750,2,2025-05-15,1,455,82,99,38,3152,1,0
688,1750,1,2025-05-30,1,455,82,973,38,3153,1,0
689,1754,1,2025-07-02,1,452,58,567,28,3165,1,0
690,1754,2,2025-05-25,1,452,58,878,28,3166,1,0
691,1754,2,2025-07-19,1,452,58,396,28,3167,1,0
692,1754,2,2025-05-18,1,452,58,1135,28,3168,1,0
693,1761,1,2026-06-26,1,449,40,494,21,3177,1,0
694,1761,1,2026-07-09,1,449,40,1158,21,3178,1,0
695,1763,2,2026-06-05,1,457,91,665,45,3181,1,0
696,1772,2,2025-07-27,1,444,12,566,5,3194,1,0
697,1772,1,2025-07-08,1,444,12,680,5,3195,1,0
698,1772,1,2025-05-17,1,444,12,614,5,3196,1,0
699,1774,2,2026-02-10,1,451,50,831,27,3199,1,0
700,1774,2,2026-03-21,1,451,50,816,27,3200,1,0
701,1779,1,2026-05-26,1,448,36,200,18,3207,1,0
702,1780,1,2026-01-26,1,457,96,1141,43,3208,1,0
703,1781,1,2026-04-04,1,455,83,417,39,3209,1,0
704,1782,2,2026-04-28,1,447,27,859,14,3210,1,0
705,1783,2,2025-03-17,1,453,61,489,31,3212,1,0
706,1789,1,2025-01-18,1,443,9,549,1,3222,1,0
707,1789,1,2025-02-21,1,443,9,268,1,3223,1,0
708,1789,2,2025-03-05,1,443,9,1082,1,3224,1,0
709,1790,2,2025-10-12,1,454,76,594,36,3225,1,0
710,1790,2,2025-11-13,1,454,76,108,36,3226,1,0
711,1793,1,2025-12-08,1,443,2,477,3,3231,1,0
712,1800,2,2025-09-05,1,454,78,694,35,3246,1,0
713,1801,1,2026-04-12,1,443,9,727,2,3247,1,0
714,1803,1,2025-03-04,1,451,54,690,26,3249,1,0
715,1805,2,2025-03-03,1,454,77,1010,35,3251,1,0
716,1806,1,2025-11-15,1,444,11,804,4,3252,1,0
717,1808,2,2025-06-02,1,445,15,1029,7,3254,1,0
718,1809,2,2026-09-05,1,444,10,1037,6,3257,1,0
719,1810,2,2025-11-16,1,446,26,320,10,3258,1,0
720,1819,1,2026-06-13,1,456,90,711,40,3278,1,0
721,1819,1,2026-06-09,1,456,90,933,40,3279,1,0
722,1821,1,2026-06-14,1,444,13,1145,5,3281,1,0
723,1822,2,2025-05-20,1,454,70,916,34,3282,1,0
724,1823,1,2025-04-01,1,454,75,486,36,3284,1,0
725,1838,2,2025-07-12,1,449,42,993,21,3312,1,0
726,1838,1,2025-08-07,1,449,42,659,21,3313,1,0
727,1839,2,2026-04-20,1,445,16,555,8,3315,1,0
728,1839,2,2026-03-06,1,445,16,88,8,3316,1,0
729,1845,1,2026-01-20,1,453,65,18,31,3325,1,0
730,1849,1,2026-06-27,1,452,57,281,30,3329,1,0
731,1849,2,2026-07-23,1,452,57,21,30,3330,1,0
732,1849,1,2026-07-21,1,452,57,1022,29,3331,1,0
733,1849,1,2026-07-13,1,452,57,846,28,3332,1,0
734,1851,2,2025-07-04,1,453,66,959,33,3334,1,0
735,1853,1,2025-10-15,1,457,93,1024,45,3336,1,0
736,1856,2,2026-03-09,1,448,37,340,17,3340,1,0
737,1858,2,2025-07-16,1,456,90,1033,41,3343,1,0
738,1858,1,2025-06-10,1,456,90,337,41,3344,1,0
739,1858,2,2025-05-08,1,456,90,692,41,3345,1,0
740,1862,1,2025-09-04,1,455,85,1003,39,3350,1,0
741,1863,2,2025-03-07,1,451,48,318,26,3352,1,0
742,1863,1,2025-04-05,1,451,48,171,26,3353,1,0
743,1864,2,2026-03-01,1,456,89,63,41,3354,1,0
744,1865,2,2025-12-28,1,446,26,198,10,3357,1,0
745,1865,2,2025-11-03,1,446,26,957,10,3358,1,0
746,1865,2,2025-10-27,1,446,26,1069,10,3359,1,0
747,1868,1,2025-05-27,1,455,80,537,37,3363,1,0
748,1868,1,2025-06-01,1,455,80,765,37,3364,1,0
749,1868,2,2025-05-31,1,455,80,59,37,3365,1,0
750,1868,1,2025-07-05,1,455,80,924,37,3366,1,0
751,1868,1,2025-05-04,1,455,80,548,37,3367,1,0
752,1870,1,2026-02-27,1,452,59,437,29,3369,1,0
753,1871,1,2026-07-02,1,450,46,346,23,3370,1,0
754,1871,2,2026-05-12,1,450,46,271,24,3371,1,0
755,1873,1,2025-04-11,1,455,80,505,39,3373,1,0
756,1873,1,2025-05-29,1,455,80,981,39,3374,1,0
757,1882,2,2026-03-31,1,451,54,336,26,3392,1,0
758,1882,1,2026-05-15,1,451,54,280,26,3393,1,0
759,1889,2,2025-07-17,1,456,90,275,42,3405,1,0
760,1889,1,2025-08-02,1,456,90,323,42,3406,1,0
761,1890,2,2026-03-12,1,454,74,696,36,3408,1,0
762,1893,1,2025-01-27,1,450,43,1154,23,3411,1,0
763,1893,1,2025-02-14,1,450,43,974,23,3412,1,0
764,1898,2,2026-06-02,1,443,6,303,3,3421,1,0
765,1898,2,2026-04-14,1,443,6,50,3,3422,1,0
766,1898,2,2026-03-31,1,443,6,637,3,3423,1,0
767,1911,1,2026-03-31,1,452,60,64,28,3444,1,0
768,1919,2,2026-04-23,1,454,72,364,34,3453,1,0
769,1925,2,2025-04-16,1,457,96,420,45,3460,1,0
770,1928,2,2025-07-28,1,447,31,518,14,3469,1,0
771,1929,1,2025-06-18,1,453,61,1129,32,3472,1,0
772,1929,1,2025-07-12,1,453,61,597,32,3473,1,0
773,1929,2,2025-06-17,1,453,61,841,32,3474,1,0
774,1933,2,2025-06-27,1,452,59,820,30,3484,1,0
775,1934,2,2025-05-04,1,455,85,1190,39,3486,1,0
776,1934,2,2025-03-18,1,455,85,1066,38,3487,1,0
777,1937,1,2025-11-11,1,451,50,1112,25,3491,1,0
778,1941,1,2026-03-04,1,453,67,746,33,3500,1,0
779,1941,2,2026-03-11,1,453,67,558,33,3501,1,0
780,1942,1,2025-05-29,1,455,86,630,38,3502,1,0
781,1945,1,2025-07-12,1,450,45,433,23,3508,1,0
782,1945,2,2025-09-05,1,450,45,284,23,3509,1,0
783,1960,2,2025-02-24,1,451,48,808,26,3535,1,0
784,1961,1,2025-10-19,1,457,95,200,43,3538,1,0
785,1962,2,2026-08-05,1,450,45,922,24,3539,1,0
786,1962,1,2026-06-24,1,450,45,627,24,3540,1,0
787,1967,2,2025-02-15,1,446,26,344,10,3548,1,0
788,1969,1,2026-06-19,1,453,66,850,32,3550,1,0
789,1969,2,2026-04-30,1,453,66,199,32,3551,1,0
790,1974,2,2025-01-18,1,453,67,274,32,3556,1,0
791,1975,2,2025-12-17,1,455,84,197,37,3557,1,0
792,1976,1,2026-03-20,1,451,55,1089,25,3558,1,0
793,1980,2,2025-12-25,1,457,93,874,45,3564,1,0
794,1980,1,2025-12-22,1,457,93,316,44,3565,1,0
795,1984,1,2026-01-29,1,452,60,221,30,3579,1,0
796,1985,2,2026-02-06,1,454,72,890,36,3580,1,0
797,1986,1,2025-08-01,1,451,56,415,25,3581,1,0
798,1989,2,2025-11-05,1,443,7,1041,1,3589,1,0
799,1993,1,2025-10-19,1,447,27,232,15,3595,1,0
800,1994,1,2026-01-09,1,453,67,1120,31,3596,1,0
801,1995,1,2025-07-27,1,454,76,1081,36,3597,1,0
802,1995,1,2025-06-12,1,454,76,418,36,3598,1,0
803,1996,2,2026-03-06,1,451,49,724,27,3600,1,0
804,1997,2,2025-12-04,1,457,91,816,45,3602,1,0
805,2003,2,2025-02-17,1,445,16,1096,7,3612,1,0
806,2003,2,2025-01-24,1,445,16,831,7,3613,1,0
807,2006,2,2026-03-20,1,447,28,23,13,3616,1,0
808,2009,1,2025-08-08,1,457,98,271,43,3619,1,0
809,2010,2,2025-03-18,1,444,12,727,6,3620,1,0
810,2014,1,2026-08-07,1,455,83,303,38,3626,1,0
811,2018,2,2026-04-17,1,453,67,992,31,3633,1,0
812,2018,2,2026-04-17,1,453,67,778,31,3634,1,0
813,2019,2,2026-02-09,1,454,78,27,34,3635,1,0
814,2020,2,2026-09-08,1,450,44,129,22,3637,1,0
815,2022,1,2026-03-18,1,450,45,1106,22,3639,1,0
816,2022,2,2026-05-05,1,450,45,767,22,3640,1,0
817,2023,2,2025-03-16,1,443,9,588,1,3641,1,0
818,2025,2,2026-05-24,1,455,82,71,37,3645,1,0
819,2025,2,2026-04-09,1,455,82,195,37,3646,1,0
820,2026,1,2025-04-11,1,446,21,192,10,3648,1,0
821,2029,2,2025-08-30,1,451,53,602,26,3652,1,0
822,2041,2,2025-05-14,1,455,79,216,38,3676,1,0
823,2041,2,2025-04-23,1,455,79,638,38,3677,1,0
824,2047,2,2026-01-20,1,454,75,799,34,3687,1,0
825,2047,2,2025-12-15,1,454,75,696,34,3688,1,0
826,2051,1,2025-09-01,1,446,24,146,11,3697,1,0
827,2051,1,2025-09-13,1,446,24,1063,11,3698,1,0
828,2057,2,2025-12-28,1,453,67,938,31,3706,1,0
829,2065,1,2026-01-04,1,445,14,532,8,3721,1,0
830,2065,2,2026-02-18,1,445,14,1143,8,3722,1,0
831,2067,1,2025-11-28,1,443,2,1009,3,3725,1,0
832,2072,2,2026-03-11,1,446,22,1011,12,3734,1,0
833,2073,1,2025-08-11,1,453,69,359,32,3735,1,0
834,2083,2,2025-12-26,1,447,27,731,15,3757,1,0
835,2083,1,2025-10-10,1,447,27,894,13,3758,1,0
836,2091,1,2025-11-10,1,454,76,376,36,3773,1,0
837,2091,1,2025-11-04,1,454,76,663,36,3774,1,0
838,2091,2,2025-11-21,1,454,76,252,36,3775,1,0
839,2093,1,2026-06-09,1,447,31,1164,14,3778,1,0
840,2094,2,2026-03-02,1,445,16,448,7,3780,1,0
841,2096,2,2026-04-05,1,453,68,751,33,3783,1,0
842,2096,2,2026-04-06,1,453,68,803,31,3784,1,0
843,2097,2,2026-03-17,1,453,64,1117,32,3785,1,0
844,2102,1,2025-09-07,1,443,4,918,2,3793,1,0
845,2108,2,2025-05-28,1,448,35,291,17,3801,1,0
846,2108,1,2025-04-10,1,448,35,991,17,3802,1,0
847,2113,2,2026-03-03,1,444,11,1131,6,3813,1,0
848,2114,2,2025-10-28,1,453,64,882,32,3814,1,0
849,2116,2,2026-01-09,1,455,79,390,39,3816,1,0
850,2118,2,2026-04-14,1,448,37,893,18,3818,1,0
851,2121,2,2025-08-17,1,449,39,701,21,3822,1,0
852,2122,1,2026-06-16,1,455,82,672,39,3823,1,0
853,2122,2,2026-07-23,1,455,82,303,39,3824,1,0
854,2127,2,2026-06-21,1,449,39,347,21,3830,1,0
855,2127,1,2026-07-06,1,449,39,372,21,3831,1,0
856,2130,2,2025-11-03,1,452,60,1090,30,3840,1,0
857,2133,1,2025-08-17,1,451,49,502,27,3847,1,0
858,2133,1,2025-06-28,1,451,49,203,27,3848,1,0
859,2137,2,2025-08-27,1,443,1,542,2,3853,1,0
860,2143,2,2025-04-27,1,454,75,1008,34,3863,1,0
861,2151,1,2025-06-19,1,445,16,1114,9,3881,1,0
862,2152,2,2026-05-11,1,445,14,657,7,3882,1,0
863,2153,2,2025-10-21,1,448,37,699,17,3883,1,0
864,2154,1,2025-08-03,1,446,22,120,11,3884,1,0
865,2156,1,2026-03-16,1,447,31,646,13,3889,1,0
866,2163,1,2026-05-22,1,455,79,795,38,3908,1,0
867,2163,2,2026-06-11,1,455,79,1084,38,3910,1,0
868,2163,1,2026-06-03,1,455,79,973,38,3911,1,0
869,2163,1,2026-04-04,1,455,79,956,38,3912,1,0
870,2163,1,2026-05-24,1,455,79,494,38,3913,1,0
871,2169,1,2025-05-08,1,445,16,811,9,3920,1,0
872,2169,1,2025-04-28,1,445,16,139,9,3921,1,0
873,2174,1,2026-06-13,1,454,75,1083,35,3929,1,0
874,2174,2,2026-07-23,1,454,75,92,35,3930,1,0
875,2175,2,2025-03-02,1,443,1,481,1,3931,1,0
876,2175,2,2025-04-03,1,443,1,428,1,3932,1,0
877,2176,2,2026-01-12,1,455,79,1131,37,3933,1,0
878,2178,2,2025-08-21,1,453,67,1059,33,3936,1,0
879,2178,2,2025-07-31,1,453,67,810,33,3937,1,0
880,2180,1,2025-12-29,1,447,28,203,15,3945,1,0
881,2180,2,2026-02-16,1,447,28,691,15,3946,1,0
882,2180,2,2026-01-23,1,447,28,1037,15,3947,1,0
883,2181,2,2026-02-10,1,457,92,1142,44,3948,1,0
884,2181,1,2026-02-27,1,457,92,955,44,3949,1,0
885,2182,1,2025-10-26,1,451,48,120,27,3950,1,0
886,2190,1,2025-12-10,1,449,39,363,20,3964,1,0
887,2190,1,2025-12-20,1,449,39,459,20,3966,1,0
888,2192,2,2026-02-28,1,450,47,133,22,3968,1,0
889,2192,1,2026-02-14,1,450,47,696,22,3969,1,0
890,2192,2,2026-04-22,1,450,47,1161,22,3971,1,0
891,2193,2,2025-05-25,1,450,47,924,24,3972,1,0
892,2193,2,2025-07-18,1,450,47,577,24,3973,1,0
893,2202,1,2026-06-01,1,453,69,695,32,3986,1,0
894,2203,2,2025-03-11,1,453,63,1011,33,3988,1,0
895,2205,2,2025-11-11,1,451,52,761,26,3991,1,0
896,2205,2,2025-10-24,1,451,52,891,26,3992,1,0
897,2207,1,2025-04-08,1,443,3,928,1,3996,1,0
898,2211,1,2025-08-05,1,450,46,850,22,4000,1,0
899,2211,2,2025-05-29,1,450,46,1140,22,4001,1,0
900,2212,2,2025-09-11,1,451,55,539,25,4002,1,0
901,2214,1,2025-11-06,1,447,32,1158,13,4004,1,0
902,2216,1,2025-07-11,1,453,62,842,31,4006,1,0
903,2218,2,2026-02-10,1,450,45,899,23,4009,1,0
904,2221,2,2025-10-08,1,454,78,292,35,4015,1,0
905,2224,1,2025-11-03,1,446,24,579,12,4020,1,0
906,2224,1,2025-12-03,1,446,24,301,12,4021,1,0
