CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1040,IPC,489A,1,1
1041,IPC,489A,1,1
1042,KP,87,1,1
1043,ARMS,25,1,1
1044,IPC,304B,1,1
1045,IPC,457,1,1
1045,IPC,380,2,2
1046,IPC,384,1,1
1047,IPC,363,1,1
1047,IPC,365,2,2
1048,IPC,304B,1,1
1049,IPC,363,1,1
1049,IPC,365,2,2
1050,KE,32,1,1
1051,IPC,363,1,1
1051,IPC,365,2,2
1052,IPC,406,1,1
1053,IPC,304,1,1
1054,IPC,379,1,1
1054,IPC,381,2,2
1055,IPC,457,1,1
1055,IPC,380,2,2
1056,IPC,384,1,1
1057,IPC,366,1,1
1058,IPC,302,1,1
1059,IPC,406,1,1
1060,IPC,406,1,1
1061,ARMS,25,1,1
1062,IPC,354,1,1
1063,IPC,468,1,1
1064,IPC,304,1,1
1065,IPC,384,1,1
1066,IPC,379,1,1
1067,IPC,323,1,1
1068,IPC,384,1,1
1069,IPC,384,1,1
1070,IPC,363,1,1
1070,IPC,365,2,2
1071,IPC,307,1,1
1072,IPC,379,1,1
1073,IPC,363,1,1
1073,IPC,365,2,2
1074,IPC,379,1,1
1074,IPC,381,2,2
1075,IPC,325,1,1
1076,NDPS,20,1,1
1077,IPC,457,1,1
1077,IPC,380,2,2
1078,IPC,392,1,1
1079,IPC,457,1,1
1079,IPC,380,2,2
1080,KE,32,1,1
1081,IPC,457,1,1
1081,IPC,380,2,2
1082,IPC,304B,1,1
1083,IPC,304,1,1
1084,KP,87,1,1
1085,IPC,304,1,1
1086,IPC,392,1,1
1087,IPC,363,1,1
1087,IPC,365,2,2
1088,IPC,498A,1,1
1089,KP,87,1,1
1090,IPC,366,1,1
1091,IPC,304B,1,1
1092,IPC,384,1,1
1093,IPC,304,1,1
1094,IPC,379,1,1
1094,IPC,381,2,2
1095,IPC,468,1,1
1096,IPC,323,1,1
1097,KP,87,1,1
1098,IPC,304,1,1
1099,IPC,457,1,1
1099,IPC,380,2,2
1100,IPC,392,1,1
1101,KP,87,1,1
1102,IPC,302,1,1
1103,IPC,498A,1,1
1104,IPC,447,1,1
1105,IPC,363,1,1
1105,IPC,365,2,2
1106,ARMS,25,1,1
1107,IPC,468,1,1
1108,IPC,325,1,1
1109,KE,32,1,1
1110,IPC,302,1,1
1111,IPC,489A,1,1
1112,IPC,395,1,1
1113,IPC,392,1,1
1114,IPC,406,1,1
1115,IPC,379,1,1
1115,IPC,381,2,2
1116,IPC,384,1,1
1117,IPC,323,1,1
1118,NDPS,20,1,1
1119,IPC,325,1,1
1120,IPC,379,1,1
1121,KE,32,1,1
1122,IPC,420,1,1
1123,IPC,304,1,1
1124,IPC,366,1,1
1125,IPC,395,1,1
1126,IPC,447,1,1
1127,IPC,363,1,1
1127,IPC,365,2,2
1128,IPC,395,1,1
1129,IPC,366,1,1
1130,ARMS,25,1,1
1131,IPC,447,1,1
1132,IPC,307,1,1
1133,IPC,379,1,1
1134,IPC,395,1,1
1135,IPC,447,1,1
1136,KP,87,1,1
1137,IPC,354,1,1
1138,IPC,307,1,1
1139,IPC,323,1,1
1140,IPC,307,1,1
1141,IPC,307,1,1
1142,IPC,354,1,1
1143,IPC,307,1,1
1144,IPC,307,1,1
1145,IPC,304,1,1
1146,IPC,392,1,1
1147,IPC,363,1,1
1147,IPC,365,2,2
1148,IPC,304B,1,1
1149,IPC,489A,1,1
1150,IPC,384,1,1
1151,IPC,304B,1,1
1152,NDPS,20,1,1
1153,IPC,379,1,1
1154,ARMS,25,1,1
1155,IPC,392,1,1
1156,IPC,392,1,1
1157,IPC,323,1,1
1158,IPC,447,1,1
1159,IPC,379,1,1
1160,ARMS,25,1,1
1161,KE,32,1,1
1162,IPC,304B,1,1
1163,IPC,325,1,1
1164,IPC,384,1,1
1165,KP,87,1,1
1166,IPC,457,1,1
1166,IPC,380,2,2
1167,IPC,420,1,1
1168,IPC,395,1,1
1169,IPC,363,1,1
1169,IPC,365,2,2
1170,IPC,489A,1,1
1171,IPC,354,1,1
1172,IPC,447,1,1
1173,KE,32,1,1
1174,IPC,457,1,1
1174,IPC,380,2,2
1175,IPC,406,1,1
1176,IPC,395,1,1
1177,IPC,395,1,1
1178,IPC,304,1,1
1179,IPC,323,1,1
1180,IPC,395,1,1
1181,IPC,468,1,1
1182,IPC,468,1,1
1183,IPC,406,1,1
1184,IPC,323,1,1
1185,IPC,304B,1,1
1186,IPC,307,1,1
1187,IPC,384,1,1
1188,IPC,457,1,1
1188,IPC,380,2,2
1189,IPC,366,1,1
1190,IPC,363,1,1
1190,IPC,365,2,2
1191,IPC,379,1,1
1192,IPC,392,1,1
1193,IPC,379,1,1
1193,IPC,381,2,2
1194,NDPS,20,1,1
1195,IPC,323,1,1
1196,IPC,379,1,1
1196,IPC,381,2,2
1197,IPC,384,1,1
1198,IPC,379,1,1
1199,IPC,498A,1,1
1200,IPC,498A,1,1
1201,IPC,406,1,1
1202,IPC,498A,1,1
1203,IPC,304B,1,1
1204,ARMS,25,1,1
1205,IPC,457,1,1
1205,IPC,380,2,2
1206,KE,32,1,1
1207,IPC,325,1,1
1208,IPC,392,1,1
1209,NDPS,20,1,1
1210,IPC,379,1,1
1210,IPC,381,2,2
1211,IPC,379,1,1
1212,KP,87,1,1
1213,KP,87,1,1
1214,IPC,323,1,1
1215,IPC,379,1,1
1216,IPC,379,1,1
1217,IPC,323,1,1
1218,NDPS,20,1,1
1219,IPC,384,1,1
1220,IPC,304,1,1
1221,ARMS,25,1,1
1222,KP,87,1,1
1223,NDPS,20,1,1
1224,IPC,363,1,1
1224,IPC,365,2,2
1225,IPC,304B,1,1
1226,IPC,363,1,1
1226,IPC,365,2,2
1227,KP,87,1,1
1228,IPC,302,1,1
1229,IPC,384,1,1
1230,IPC,420,1,1
1231,IPC,302,1,1
1232,IPC,447,1,1
1233,IPC,384,1,1
1234,KE,32,1,1
1235,IPC,498A,1,1
1236,IPC,420,1,1
1237,IPC,366,1,1
1238,IPC,379,1,1
1239,IPC,447,1,1
1240,IPC,447,1,1
1241,IPC,379,1,1
1242,IPC,392,1,1
1243,IPC,420,1,1
1244,KP,87,1,1
1245,IPC,325,1,1
1246,KP,87,1,1
1247,IPC,366,1,1
1248,IPC,379,1,1
1248,IPC,381,2,2
1249,IPC,304B,1,1
1250,IPC,498A,1,1
1251,IPC,384,1,1
1252,IPC,457,1,1
1252,IPC,380,2,2
1253,IPC,384,1,1
1254,ARMS,25,1,1
1255,IPC,468,1,1
1256,IPC,420,1,1
1257,IPC,307,1,1
1258,IPC,379,1,1
1258,IPC,381,2,2
1259,IPC,406,1,1
1260,IPC,384,1,1
1261,IPC,307,1,1
1262,IPC,379,1,1
1262,IPC,381,2,2
1263,IPC,363,1,1
1263,IPC,365,2,2
1264,NDPS,20,1,1
1265,IPC,447,1,1
1266,NDPS,20,1,1
1267,NDPS,20,1,1
1268,IPC,304,1,1
1269,IPC,447,1,1
1270,IPC,354,1,1
1271,IPC,302,1,1
1272,IPC,395,1,1
1273,IPC,392,1,1
1274,IPC,395,1,1
1275,IPC,379,1,1
1275,IPC,381,2,2
1276,IPC,392,1,1
1277,KP,87,1,1
1278,NDPS,20,1,1
1279,IPC,384,1,1
1280,IPC,420,1,1
1281,IPC,323,1,1
1282,IPC,304,1,1
1283,ARMS,25,1,1
1284,NDPS,20,1,1
1285,IPC,420,1,1
1286,IPC,468,1,1
1287,KE,32,1,1
1288,IPC,302,1,1
1289,IPC,323,1,1
1290,IPC,489A,1,1
1291,IPC,354,1,1
1292,IPC,302,1,1
1293,IPC,406,1,1
1294,IPC,447,1,1
1295,IPC,307,1,1
1296,KE,32,1,1
1297,IPC,468,1,1
1298,IPC,489A,1,1
1299,IPC,307,1,1
1300,IPC,447,1,1
1301,KP,87,1,1
1302,KE,32,1,1
1303,IPC,489A,1,1
1304,IPC,354,1,1
1305,IPC,323,1,1
1306,IPC,325,1,1
1307,IPC,379,1,1
1307,IPC,381,2,2
1308,IPC,366,1,1
1309,KP,87,1,1
1310,IPC,304,1,1
1311,IPC,366,1,1
1312,IPC,392,1,1
1313,IPC,395,1,1
1314,IPC,379,1,1
1314,IPC,381,2,2
1315,NDPS,20,1,1
1316,IPC,325,1,1
1317,IPC,304B,1,1
1318,IPC,384,1,1
1319,IPC,392,1,1
1320,ARMS,25,1,1
1321,IPC,420,1,1
1322,IPC,302,1,1
1323,IPC,384,1,1
1324,IPC,420,1,1
1325,NDPS,20,1,1
1326,IPC,379,1,1
1327,IPC,406,1,1
1328,KP,87,1,1
1329,IPC,307,1,1
1330,IPC,379,1,1
1331,IPC,406,1,1
1332,IPC,489A,1,1
1333,KP,87,1,1
1334,KE,32,1,1
1335,IPC,384,1,1
1336,IPC,379,1,1
1337,KP,87,1,1
1338,IPC,392,1,1
1339,IPC,392,1,1
1340,KP,87,1,1
1341,IPC,323,1,1
1342,KE,32,1,1
1343,IPC,307,1,1
1344,IPC,354,1,1
1345,IPC,379,1,1
1345,IPC,381,2,2
1346,IPC,457,1,1
1346,IPC,380,2,2
1347,IPC,304B,1,1
1348,IPC,304,1,1
1349,IPC,307,1,1
1350,IPC,457,1,1
1350,IPC,380,2,2
1351,IPC,325,1,1
1352,IPC,304,1,1
1353,IPC,354,1,1
1354,NDPS,20,1,1
1355,ARMS,25,1,1
1356,KP,87,1,1
1357,ARMS,25,1,1
1358,IPC,304B,1,1
1359,KE,32,1,1
1360,IPC,384,1,1
1361,IPC,489A,1,1
1362,IPC,384,1,1
1363,IPC,420,1,1
1364,IPC,392,1,1
1365,IPC,457,1,1
1365,IPC,380,2,2
1366,IPC,379,1,1
1367,IPC,395,1,1
1368,IPC,304,1,1
1369,IPC,489A,1,1
1370,IPC,457,1,1
1370,IPC,380,2,2
1371,IPC,304B,1,1
1372,IPC,406,1,1
1373,IPC,366,1,1
1374,IPC,498A,1,1
1375,NDPS,20,1,1
1376,ARMS,25,1,1
1377,IPC,447,1,1
1378,IPC,363,1,1
1378,IPC,365,2,2
1379,IPC,379,1,1
1380,IPC,323,1,1
1381,IPC,457,1,1
1381,IPC,380,2,2
1382,ARMS,25,1,1
1383,IPC,302,1,1
1384,KP,87,1,1
1385,IPC,304B,1,1
1386,IPC,406,1,1
1387,IPC,307,1,1
1388,IPC,457,1,1
1388,IPC,380,2,2
1389,IPC,354,1,1
1390,KE,32,1,1
1391,IPC,406,1,1
1392,IPC,447,1,1
1393,KP,87,1,1
1394,IPC,447,1,1
1395,IPC,363,1,1
1395,IPC,365,2,2
1396,ARMS,25,1,1
1397,IPC,379,1,1
1397,IPC,381,2,2
1398,IPC,468,1,1
1399,IPC,457,1,1
1399,IPC,380,2,2
1400,IPC,384,1,1
1401,IPC,489A,1,1
1402,IPC,366,1,1
1403,IPC,354,1,1
1404,KP,87,1,1
1405,NDPS,20,1,1
1406,IPC,392,1,1
1407,IPC,302,1,1
1408,IPC,304,1,1
1409,IPC,304B,1,1
1410,IPC,366,1,1
1411,IPC,323,1,1
1412,IPC,420,1,1
1413,IPC,323,1,1
1414,IPC,379,1,1
1415,IPC,366,1,1
1416,IPC,392,1,1
1417,IPC,325,1,1
1418,IPC,354,1,1
1419,IPC,354,1,1
1420,IPC,420,1,1
1421,IPC,379,1,1
1421,IPC,381,2,2
1422,IPC,323,1,1
1423,IPC,379,1,1
1424,NDPS,20,1,1
1425,IPC,366,1,1
1426,KE,32,1,1
1427,IPC,323,1,1
1428,IPC,489A,1,1
1429,IPC,457,1,1
1429,IPC,380,2,2
1430,IPC,304,1,1
1431,KE,32,1,1
1432,IPC,354,1,1
1433,IPC,307,1,1
1434,KE,32,1,1
1435,IPC,392,1,1
1436,IPC,323,1,1
1437,IPC,354,1,1
1438,IPC,323,1,1
1439,IPC,354,1,1
1440,IPC,304B,1,1
1441,IPC,302,1,1
1442,IPC,420,1,1
1443,IPC,468,1,1
1444,NDPS,20,1,1
1445,IPC,354,1,1
1446,IPC,392,1,1
1447,IPC,366,1,1
1448,IPC,304B,1,1
1449,KP,87,1,1
1450,IPC,366,1,1
1451,IPC,302,1,1
1452,IPC,325,1,1
1453,IPC,379,1,1
1453,IPC,381,2,2
1454,IPC,302,1,1
1455,IPC,420,1,1
1456,IPC,379,1,1
1456,IPC,381,2,2
1457,IPC,354,1,1
1458,ARMS,25,1,1
1459,NDPS,20,1,1
1460,IPC,302,1,1
1461,KE,32,1,1
1462,IPC,366,1,1
1463,IPC,489A,1,1
1464,IPC,307,1,1
1465,KE,32,1,1
1466,IPC,379,1,1
1466,IPC,381,2,2
1467,IPC,379,1,1
1467,IPC,381,2,2
1468,IPC,304,1,1
1469,IPC,366,1,1
1470,NDPS,20,1,1
1471,IPC,420,1,1
1472,IPC,325,1,1
1473,IPC,366,1,1
1474,IPC,489A,1,1
1475,IPC,366,1,1
1476,IPC,420,1,1
1477,IPC,304B,1,1
1478,IPC,307,1,1
1479,IPC,304B,1,1
1480,IPC,420,1,1
1481,IPC,379,1,1
1481,IPC,381,2,2
1482,IPC,447,1,1
1483,IPC,366,1,1
1484,IPC,420,1,1
1485,IPC,406,1,1
1486,IPC,406,1,1
1487,ARMS,25,1,1
1488,IPC,379,1,1
1488,IPC,381,2,2
1489,IPC,392,1,1
1490,IPC,379,1,1
1491,IPC,489A,1,1
1492,IPC,498A,1,1
1493,NDPS,20,1,1
1494,IPC,302,1,1
1495,IPC,363,1,1
1495,IPC,365,2,2
1496,IPC,323,1,1
1497,KP,87,1,1
1498,IPC,363,1,1
1498,IPC,365,2,2
1499,IPC,392,1,1
1500,IPC,363,1,1
1500,IPC,365,2,2
1501,IPC,379,1,1
1502,IPC,366,1,1
1503,KE,32,1,1
1504,IPC,420,1,1
1505,IPC,498A,1,1
1506,IPC,447,1,1
1507,IPC,379,1,1
1507,IPC,381,2,2
1508,IPC,489A,1,1
1509,NDPS,20,1,1
1510,IPC,304,1,1
1511,IPC,406,1,1
1512,IPC,392,1,1
1513,IPC,304,1,1
1514,IPC,489A,1,1
1515,IPC,384,1,1
1516,IPC,323,1,1
1517,IPC,304,1,1
1518,IPC,447,1,1
1519,IPC,304,1,1
1520,IPC,420,1,1
1521,IPC,363,1,1
1521,IPC,365,2,2
1522,IPC,384,1,1
1523,IPC,366,1,1
1524,IPC,379,1,1
1524,IPC,381,2,2
1525,IPC,468,1,1
1526,IPC,457,1,1
1526,IPC,380,2,2
1527,IPC,302,1,1
1528,IPC,304,1,1
1529,IPC,307,1,1
1530,IPC,379,1,1
1530,IPC,381,2,2
1531,IPC,420,1,1
1532,IPC,304B,1,1
1533,IPC,302,1,1
1534,IPC,457,1,1
1534,IPC,380,2,2
1535,IPC,323,1,1
1536,IPC,354,1,1
1537,IPC,468,1,1
1538,IPC,489A,1,1
1539,IPC,307,1,1
1540,IPC,304,1,1
1541,IPC,354,1,1
1542,IPC,307,1,1
1543,IPC,447,1,1
1544,IPC,304,1,1
1545,IPC,406,1,1
1546,KP,87,1,1
1547,IPC,363,1,1
1547,IPC,365,2,2
1548,IPC,354,1,1
1549,KP,87,1,1
1550,NDPS,20,1,1
1551,IPC,325,1,1
1552,IPC,384,1,1
1553,IPC,354,1,1
1554,IPC,304,1,1
1555,IPC,379,1,1
1555,IPC,381,2,2
1556,IPC,323,1,1
1557,ARMS,25,1,1
1558,KP,87,1,1
1559,ARMS,25,1,1
1560,IPC,489A,1,1
1561,IPC,498A,1,1
1562,IPC,379,1,1
1562,IPC,381,2,2
1563,IPC,304B,1,1
1564,IPC,363,1,1
1564,IPC,365,2,2
1565,IPC,420,1,1
1566,IPC,395,1,1
1567,IPC,395,1,1
1568,IPC,323,1,1
1569,IPC,307,1,1
1570,ARMS,25,1,1
1571,IPC,307,1,1
1572,IPC,406,1,1
1573,ARMS,25,1,1
1574,KE,32,1,1
1575,IPC,379,1,1
1575,IPC,381,2,2
1576,IPC,406,1,1
1577,IPC,447,1,1
1578,KE,32,1,1
1579,IPC,489A,1,1
1580,IPC,363,1,1
1580,IPC,365,2,2
1581,IPC,325,1,1
1582,ARMS,25,1,1
1583,IPC,468,1,1
1584,IPC,325,1,1
1585,KE,32,1,1
1586,IPC,457,1,1
1586,IPC,380,2,2
1587,IPC,363,1,1
1587,IPC,365,2,2
1588,IPC,406,1,1
1589,IPC,447,1,1
1590,IPC,323,1,1
1591,IPC,379,1,1
1591,IPC,381,2,2
1592,IPC,363,1,1
1592,IPC,365,2,2
1593,IPC,304B,1,1
1594,IPC,457,1,1
1594,IPC,380,2,2
1595,KE,32,1,1
1596,IPC,304B,1,1
1597,KE,32,1,1
1598,IPC,379,1,1
1599,IPC,447,1,1
1600,IPC,323,1,1
1601,IPC,406,1,1
1602,IPC,366,1,1
1603,IPC,304B,1,1
1604,IPC,366,1,1
1605,NDPS,20,1,1
1606,KE,32,1,1
1607,IPC,457,1,1
1607,IPC,380,2,2
1608,IPC,354,1,1
1609,IPC,379,1,1
1609,IPC,381,2,2
1610,IPC,447,1,1
1611,IPC,379,1,1
1611,IPC,381,2,2
1612,IPC,395,1,1
1613,IPC,498A,1,1
1614,IPC,384,1,1
1615,IPC,323,1,1
1616,IPC,384,1,1
1617,ARMS,25,1,1
1618,IPC,384,1,1
1619,IPC,406,1,1
1620,IPC,447,1,1
1621,IPC,307,1,1
1622,IPC,379,1,1
1622,IPC,381,2,2
1623,IPC,304B,1,1
1624,IPC,447,1,1
1625,IPC,489A,1,1
1626,IPC,395,1,1
1627,IPC,307,1,1
1628,ARMS,25,1,1
1629,KE,32,1,1
1630,KE,32,1,1
1631,KE,32,1,1
1632,KE,32,1,1
1633,IPC,366,1,1
1634,IPC,384,1,1
1635,IPC,384,1,1
1636,IPC,363,1,1
1636,IPC,365,2,2
1637,IPC,366,1,1
1638,IPC,395,1,1
1639,IPC,302,1,1
1640,IPC,363,1,1
1640,IPC,365,2,2
1641,IPC,392,1,1
1642,IPC,384,1,1
1643,IPC,304,1,1
1644,IPC,457,1,1
1644,IPC,380,2,2
1645,IPC,420,1,1
1646,IPC,395,1,1
1647,IPC,354,1,1
1648,IPC,457,1,1
1648,IPC,380,2,2
1649,IPC,468,1,1
1650,IPC,420,1,1
1651,IPC,392,1,1
1652,ARMS,25,1,1
1653,IPC,307,1,1
1654,IPC,304,1,1
1655,IPC,457,1,1
1655,IPC,380,2,2
1656,IPC,354,1,1
1657,IPC,406,1,1
1658,IPC,354,1,1
1659,IPC,304,1,1
1660,NDPS,20,1,1
1661,IPC,406,1,1
1662,IPC,363,1,1
1662,IPC,365,2,2
1663,IPC,363,1,1
1663,IPC,365,2,2
1664,IPC,457,1,1
1664,IPC,380,2,2
1665,KE,32,1,1
1666,KP,87,1,1
1667,IPC,379,1,1
1667,IPC,381,2,2
1668,IPC,489A,1,1
1669,NDPS,20,1,1
1670,ARMS,25,1,1
1671,IPC,489A,1,1
1672,KP,87,1,1
1673,IPC,379,1,1
1674,IPC,304B,1,1
1675,IPC,447,1,1
1676,IPC,302,1,1
1677,IPC,420,1,1
1678,IPC,420,1,1
1679,IPC,307,1,1
1680,IPC,379,1,1
1681,IPC,304B,1,1
1682,IPC,323,1,1
1683,IPC,406,1,1
1684,IPC,395,1,1
1685,IPC,304,1,1
1686,IPC,392,1,1
1687,KP,87,1,1
1688,IPC,363,1,1
1688,IPC,365,2,2
1689,IPC,363,1,1
1689,IPC,365,2,2
1690,IPC,406,1,1
1691,IPC,498A,1,1
1692,IPC,379,1,1
1693,IPC,354,1,1
1694,IPC,447,1,1
1695,KE,32,1,1
1696,IPC,420,1,1
1697,IPC,395,1,1
1698,KP,87,1,1
1699,IPC,379,1,1
1699,IPC,381,2,2
1700,IPC,420,1,1
1701,IPC,498A,1,1
1702,IPC,379,1,1
1703,IPC,395,1,1
1704,IPC,325,1,1
1705,IPC,406,1,1
1706,NDPS,20,1,1
1707,IPC,457,1,1
1707,IPC,380,2,2
1708,IPC,384,1,1
1709,IPC,468,1,1
1710,IPC,447,1,1
1711,IPC,498A,1,1
1712,IPC,302,1,1
1713,IPC,447,1,1
1714,IPC,498A,1,1
1715,IPC,354,1,1
1716,IPC,354,1,1
1717,IPC,323,1,1
1718,IPC,379,1,1
1719,NDPS,20,1,1
1720,IPC,468,1,1
1721,KP,87,1,1
1722,NDPS,20,1,1
1723,NDPS,20,1,1
1724,IPC,406,1,1
1725,IPC,323,1,1
1726,NDPS,20,1,1
1727,IPC,379,1,1
1727,IPC,381,2,2
1728,IPC,304,1,1
1729,IPC,302,1,1
1730,IPC,302,1,1
1731,IPC,395,1,1
1732,IPC,384,1,1
1733,IPC,363,1,1
1733,IPC,365,2,2
1734,KP,87,1,1
1735,IPC,354,1,1
1736,KE,32,1,1
1737,IPC,304,1,1
1738,IPC,379,1,1
1739,IPC,457,1,1
1739,IPC,380,2,2
1740,IPC,379,1,1
1741,KE,32,1,1
1742,IPC,489A,1,1
1743,KE,32,1,1
1744,IPC,304,1,1
1745,IPC,323,1,1
1746,KP,87,1,1
1747,IPC,489A,1,1
1748,IPC,457,1,1
1748,IPC,380,2,2
1749,KP,87,1,1
1750,IPC,392,1,1
1751,IPC,395,1,1
1752,IPC,447,1,1
1753,IPC,354,1,1
1754,IPC,366,1,1
1755,IPC,379,1,1
1756,IPC,395,1,1
1757,IPC,354,1,1
1758,KP,87,1,1
1759,NDPS,20,1,1
1760,IPC,379,1,1
1760,IPC,381,2,2
1761,NDPS,20,1,1
1762,IPC,406,1,1
1763,IPC,447,1,1
1764,IPC,325,1,1
1765,IPC,379,1,1
1766,KE,32,1,1
1767,IPC,447,1,1
1768,IPC,366,1,1
1769,IPC,420,1,1
1770,IPC,498A,1,1
1771,IPC,366,1,1
1772,IPC,323,1,1
1773,IPC,384,1,1
1774,ARMS,25,1,1
1775,IPC,406,1,1
1776,IPC,366,1,1
1777,IPC,395,1,1
1778,IPC,363,1,1
1778,IPC,365,2,2
1779,IPC,392,1,1
1780,IPC,325,1,1
1781,IPC,304,1,1
1782,IPC,420,1,1
1783,IPC,366,1,1
1784,IPC,307,1,1
1785,IPC,395,1,1
1786,IPC,447,1,1
1787,IPC,468,1,1
1788,IPC,468,1,1
1789,NDPS,20,1,1
1790,IPC,420,1,1
1791,IPC,468,1,1
1792,IPC,363,1,1
1792,IPC,365,2,2
1793,IPC,366,1,1
1794,IPC,384,1,1
1795,KP,87,1,1
1796,IPC,395,1,1
1797,IPC,392,1,1
1798,IPC,384,1,1
1799,IPC,325,1,1
1800,KE,32,1,1
1801,IPC,354,1,1
1802,IPC,420,1,1
1803,IPC,489A,1,1
1804,IPC,406,1,1
1805,IPC,406,1,1
1806,NDPS,20,1,1
1807,IPC,406,1,1
1808,IPC,468,1,1
1809,ARMS,25,1,1
1810,ARMS,25,1,1
1811,IPC,489A,1,1
1812,ARMS,25,1,1
1813,KE,32,1,1
1814,IPC,323,1,1
1815,IPC,379,1,1
1815,IPC,381,2,2
1816,IPC,392,1,1
1817,IPC,379,1,1
1818,IPC,395,1,1
1819,KE,32,1,1
1820,IPC,304B,1,1
1821,IPC,323,1,1
1822,IPC,498A,1,1
1823,IPC,447,1,1
1824,IPC,392,1,1
1825,IPC,354,1,1
1826,KE,32,1,1
1827,IPC,406,1,1
1828,IPC,304B,1,1
1829,IPC,304,1,1
1830,IPC,366,1,1
1831,NDPS,20,1,1
1832,IPC,420,1,1
1833,KE,32,1,1
1834,IPC,302,1,1
1835,IPC,384,1,1
1836,IPC,420,1,1
1837,IPC,420,1,1
1838,IPC,420,1,1
1839,KE,32,1,1
1840,IPC,379,1,1
1840,IPC,381,2,2
1841,IPC,406,1,1
1842,IPC,384,1,1
1843,ARMS,25,1,1
1844,IPC,304,1,1
1845,IPC,447,1,1
1846,IPC,392,1,1
1847,IPC,457,1,1
1847,IPC,380,2,2
1848,KP,87,1,1
1849,IPC,354,1,1
1850,KE,32,1,1
1851,IPC,302,1,1
1852,IPC,420,1,1
1853,IPC,498A,1,1
1854,IPC,447,1,1
1855,IPC,457,1,1
1855,IPC,380,2,2
1856,IPC,498A,1,1
1857,IPC,392,1,1
1858,IPC,304B,1,1
1859,IPC,379,1,1
1859,IPC,381,2,2
1860,IPC,406,1,1
1861,IPC,468,1,1
1862,IPC,325,1,1
1863,IPC,498A,1,1
1864,IPC,366,1,1
1865,IPC,406,1,1
1866,IPC,354,1,1
1867,IPC,384,1,1
1868,IPC,304,1,1
1869,IPC,384,1,1
1870,IPC,447,1,1
1871,IPC,420,1,1
1872,IPC,354,1,1
1873,IPC,420,1,1
1874,IPC,325,1,1
1875,IPC,489A,1,1
1876,IPC,447,1,1
1877,NDPS,20,1,1
1878,IPC,302,1,1
1879,IPC,379,1,1
1879,IPC,381,2,2
1880,IPC,304B,1,1
1881,IPC,379,1,1
1881,IPC,381,2,2
1882,IPC,304B,1,1
1883,IPC,406,1,1
1884,IPC,325,1,1
1885,IPC,325,1,1
1886,IPC,307,1,1
1887,NDPS,20,1,1
1888,IPC,457,1,1
1888,IPC,380,2,2
1889,IPC,323,1,1
1890,IPC,420,1,1
1891,IPC,498A,1,1
1892,NDPS,20,1,1
1893,IPC,354,1,1
1894,IPC,354,1,1
1895,IPC,363,1,1
1895,IPC,365,2,2
1896,IPC,302,1,1
1897,IPC,363,1,1
1897,IPC,365,2,2
1898,IPC,304,1,1
1899,IPC,489A,1,1
1900,IPC,420,1,1
1901,IPC,379,1,1
1902,IPC,379,1,1
1903,IPC,420,1,1
1904,IPC,392,1,1
1905,IPC,379,1,1
1906,NDPS,20,1,1
1907,KE,32,1,1
1908,KE,32,1,1
1909,IPC,498A,1,1
1910,IPC,307,1,1
1911,IPC,325,1,1
1912,IPC,498A,1,1
1913,IPC,366,1,1
1914,IPC,468,1,1
1915,IPC,379,1,1
1915,IPC,381,2,2
1916,IPC,354,1,1
1917,IPC,420,1,1
1918,NDPS,20,1,1
1919,IPC,420,1,1
1920,IPC,325,1,1
1921,IPC,384,1,1
1922,IPC,366,1,1
1923,IPC,392,1,1
1924,IPC,354,1,1
1925,IPC,363,1,1
1925,IPC,365,2,2
1926,IPC,489A,1,1
1927,IPC,420,1,1
1928,IPC,323,1,1
1929,IPC,447,1,1
1930,IPC,379,1,1
1930,IPC,381,2,2
1931,IPC,363,1,1
1931,IPC,365,2,2
1932,IPC,468,1,1
1933,IPC,323,1,1
1934,IPC,392,1,1
1935,IPC,447,1,1
1936,IPC,304B,1,1
1937,IPC,489A,1,1
1938,IPC,420,1,1
1939,IPC,392,1,1
1940,IPC,447,1,1
1941,IPC,323,1,1
1942,IPC,392,1,1
1943,IPC,384,1,1
1944,IPC,304B,1,1
1945,IPC,395,1,1
1946,IPC,447,1,1
1947,IPC,354,1,1
1948,IPC,366,1,1
1949,IPC,392,1,1
1950,ARMS,25,1,1
1951,IPC,323,1,1
1952,ARMS,25,1,1
1953,IPC,366,1,1
1954,IPC,354,1,1
1955,IPC,498A,1,1
1956,IPC,489A,1,1
1957,IPC,395,1,1
1958,ARMS,25,1,1
1959,IPC,366,1,1
1960,KE,32,1,1
1961,IPC,307,1,1
1962,IPC,457,1,1
1962,IPC,380,2,2
1963,IPC,304,1,1
1964,IPC,354,1,1
1965,IPC,302,1,1
1966,IPC,304,1,1
1967,IPC,489A,1,1
1968,IPC,489A,1,1
1969,IPC,323,1,1
1970,IPC,325,1,1
1971,IPC,307,1,1
1972,IPC,420,1,1
1973,IPC,323,1,1
1974,KE,32,1,1
1975,IPC,325,1,1
1976,IPC,366,1,1
1977,KP,87,1,1
1978,IPC,489A,1,1
1979,IPC,498A,1,1
1980,IPC,323,1,1
1981,IPC,304B,1,1
1982,NDPS,20,1,1
1983,KE,32,1,1
1984,IPC,384,1,1
1985,IPC,379,1,1
1986,IPC,304,1,1
1987,IPC,304B,1,1
1988,IPC,304B,1,1
1989,IPC,354,1,1
1990,IPC,304,1,1
